9799798,s0,T1,T14,Transcriptional regulation of ,lysosomal acid lipase, in differentiating monocytes is mediated by transcription factors Sp1 and ,AP-2,". 
",Not_a_complex
9799798,s0,T1,T2,Transcriptional regulation of ,lysosomal acid lipase, in differentiating monocytes is mediated by transcription factors ,Sp1," and AP-2. 
",Not_a_complex
9799798,s0,T2,T14,Transcriptional regulation of lysosomal acid lipase in differentiating monocytes is mediated by transcription factors ,Sp1, and ,AP-2,". 
",Not_a_complex
9799798,s1,T18,T19,Human lysosomal acid lipase (LAL) is a hydrolase required for the cleavage of ,cholesteryl esters, and ,triglycerides, derived from plasma lipoproteins.,Not_a_complex
9799798,s1,T3,T18,Human ,lysosomal acid lipase, (LAL) is a hydrolase required for the cleavage of ,cholesteryl esters, and triglycerides derived from plasma lipoproteins.,Not_a_complex
9799798,s1,T3,T19,Human ,lysosomal acid lipase, (LAL) is a hydrolase required for the cleavage of cholesteryl esters and ,triglycerides, derived from plasma lipoproteins.,Not_a_complex
9799798,s1,T3,T4,Human ,lysosomal acid lipase, (,LAL,) is a hydrolase required for the cleavage of cholesteryl esters and triglycerides derived from plasma lipoproteins.,Not_a_complex
9799798,s1,T4,T18,Human lysosomal acid lipase (,LAL,) is a hydrolase required for the cleavage of ,cholesteryl esters, and triglycerides derived from plasma lipoproteins.,Not_a_complex
9799798,s1,T4,T19,Human lysosomal acid lipase (,LAL,) is a hydrolase required for the cleavage of cholesteryl esters and ,triglycerides, derived from plasma lipoproteins.,Not_a_complex
9799798,s6,T22,T23,In order to determine the cis-acting elements necessary for both basal and ,phorbol 12-myristate-13 acetate, (,PMA,")-enhanced promoter activity, we performed deletion analysis and reporter gene assays.",Not_a_complex
9799798,s8,T15,T25,Gel mobility shift assays demonstrated that binding of Sp1 and ,AP-2, to the LAL promoter is increased by ,PMA, in THP-1 cells.,Not_a_complex
9799798,s8,T7,T15,Gel mobility shift assays demonstrated that binding of ,Sp1, and ,AP-2, to the LAL promoter is increased by PMA in THP-1 cells.,Not_a_complex
9799798,s8,T7,T25,Gel mobility shift assays demonstrated that binding of ,Sp1, and AP-2 to the LAL promoter is increased by ,PMA, in THP-1 cells.,Not_a_complex
9799798,s8,T7,T8,Gel mobility shift assays demonstrated that binding of ,Sp1, and AP-2 to the ,LAL, promoter is increased by PMA in THP-1 cells.,Not_a_complex
9799798,s8,T15,T8,Gel mobility shift assays demonstrated that binding of Sp1 and ,AP-2, to the ,LAL, promoter is increased by PMA in THP-1 cells.,Not_a_complex
9799798,s8,T8,T25,Gel mobility shift assays demonstrated that binding of Sp1 and AP-2 to the ,LAL, promoter is increased by ,PMA, in THP-1 cells.,Not_a_complex
9799798,s9,T16,T10,Co-transfections with expression plasmids for Sp1 and ,AP-2, further emphasized the important role of these transcription factors in both basal and PMA-enhanced ,LAL, expression.,Not_a_complex
9799798,s9,T26,T10,Co-transfections with expression plasmids for Sp1 and AP-2 further emphasized the important role of these transcription factors in both basal and ,PMA,-enhanced ,LAL, expression.,Not_a_complex
9799798,s9,T16,T26,Co-transfections with expression plasmids for Sp1 and ,AP-2, further emphasized the important role of these transcription factors in both basal and ,PMA,-enhanced LAL expression.,Not_a_complex
9799798,s9,T9,T10,Co-transfections with expression plasmids for ,Sp1, and AP-2 further emphasized the important role of these transcription factors in both basal and PMA-enhanced ,LAL, expression.,Not_a_complex
9799798,s9,T9,T16,Co-transfections with expression plasmids for ,Sp1, and ,AP-2, further emphasized the important role of these transcription factors in both basal and PMA-enhanced LAL expression.,Not_a_complex
9799798,s9,T9,T26,Co-transfections with expression plasmids for ,Sp1, and AP-2 further emphasized the important role of these transcription factors in both basal and ,PMA,-enhanced LAL expression.,Not_a_complex
9799798,s10,T11,T12,Our data suggest that differentiation dependent increase of ,lysosomal acid lipase, (,LAL,) expression in THP-1 cells is mediated by a concerted action of Sp1 and AP-2.,Not_a_complex
9799798,s10,T11,T13,Our data suggest that differentiation dependent increase of ,lysosomal acid lipase, (LAL) expression in THP-1 cells is mediated by a concerted action of ,Sp1, and AP-2.,Not_a_complex
9799798,s10,T11,T17,Our data suggest that differentiation dependent increase of ,lysosomal acid lipase, (LAL) expression in THP-1 cells is mediated by a concerted action of Sp1 and ,AP-2,.,Not_a_complex
9799798,s10,T12,T13,Our data suggest that differentiation dependent increase of lysosomal acid lipase (,LAL,) expression in THP-1 cells is mediated by a concerted action of ,Sp1, and AP-2.,Not_a_complex
9799798,s10,T12,T17,Our data suggest that differentiation dependent increase of lysosomal acid lipase (,LAL,) expression in THP-1 cells is mediated by a concerted action of Sp1 and ,AP-2,.,Not_a_complex
9799798,s10,T13,T17,Our data suggest that differentiation dependent increase of lysosomal acid lipase (LAL) expression in THP-1 cells is mediated by a concerted action of ,Sp1, and ,AP-2,.,Not_a_complex
