",Not_a_complex
19400795_40,s2,T18,T16,"Extracellular proteases regulate enterococcal fratricide. A. Detection of GFP immunoreactivity in stationary phase predator-prey co-culture supernatants. Predator (V583, GelE+SprE+; VT01, GelE-SprE+; VT02, GelE+",SprE,"-; and VT03, GelE-",SprE,"-) and prey (VT12, GelE-SprE- GFP+) were co-inoculated at a 20:1 ratio of prey: predator and grown overnight at 37degreesC prior to immunodetection of GFP. B. Effect of extracellular proteases on lysis of VT03 (GelE-SprE-). Differences in lysis rates of VT03 in the absence or presence of extracellular proteases (GelE and SprE) are exhibited as percent values of initial optical density at 600 nm. VT03 was incubated alone (*) or in the presence of 100 ng of GelE (*), SprE (^) or GelE and SprE (v;) together over a period of 12 hours at 37degreesC. Data are mean +/- SE of three independent trials with each performed in triplicate.
",Not_a_complex
19400795_40,s2,T18,T17,"Extracellular proteases regulate enterococcal fratricide. A. Detection of GFP immunoreactivity in stationary phase predator-prey co-culture supernatants. Predator (V583, GelE+SprE+; VT01, GelE-SprE+; VT02, GelE+",SprE,"-; and VT03, GelE-SprE-) and prey (VT12, GelE-",SprE,"- GFP+) were co-inoculated at a 20:1 ratio of prey: predator and grown overnight at 37degreesC prior to immunodetection of GFP. B. Effect of extracellular proteases on lysis of VT03 (GelE-SprE-). Differences in lysis rates of VT03 in the absence or presence of extracellular proteases (GelE and SprE) are exhibited as percent values of initial optical density at 600 nm. VT03 was incubated alone (*) or in the presence of 100 ng of GelE (*), SprE (^) or GelE and SprE (v;) together over a period of 12 hours at 37degreesC. Data are mean +/- SE of three independent trials with each performed in triplicate.
",Not_a_complex
19400795_40,s2,T2,T16,"Extracellular proteases regulate enterococcal fratricide. A. Detection of GFP immunoreactivity in stationary phase predator-prey co-culture supernatants. Predator (V583, GelE+",SprE,"+; VT01, GelE-SprE+; VT02, GelE+SprE-; and VT03, GelE-",SprE,"-) and prey (VT12, GelE-SprE- GFP+) were co-inoculated at a 20:1 ratio of prey: predator and grown overnight at 37degreesC prior to immunodetection of GFP. B. Effect of extracellular proteases on lysis of VT03 (GelE-SprE-). Differences in lysis rates of VT03 in the absence or presence of extracellular proteases (GelE and SprE) are exhibited as percent values of initial optical density at 600 nm. VT03 was incubated alone (*) or in the presence of 100 ng of GelE (*), SprE (^) or GelE and SprE (v;) together over a period of 12 hours at 37degreesC. Data are mean +/- SE of three independent trials with each performed in triplicate.
",Not_a_complex
19400795_40,s2,T2,T17,"Extracellular proteases regulate enterococcal fratricide. A. Detection of GFP immunoreactivity in stationary phase predator-prey co-culture supernatants. Predator (V583, GelE+",SprE,"+; VT01, GelE-SprE+; VT02, GelE+SprE-; and VT03, GelE-SprE-) and prey (VT12, GelE-",SprE,"- GFP+) were co-inoculated at a 20:1 ratio of prey: predator and grown overnight at 37degreesC prior to immunodetection of GFP. B. Effect of extracellular proteases on lysis of VT03 (GelE-SprE-). Differences in lysis rates of VT03 in the absence or presence of extracellular proteases (GelE and SprE) are exhibited as percent values of initial optical density at 600 nm. VT03 was incubated alone (*) or in the presence of 100 ng of GelE (*), SprE (^) or GelE and SprE (v;) together over a period of 12 hours at 37degreesC. Data are mean +/- SE of three independent trials with each performed in triplicate.
",Not_a_complex
19400795_40,s2,T2,T18,"Extracellular proteases regulate enterococcal fratricide. A. Detection of GFP immunoreactivity in stationary phase predator-prey co-culture supernatants. Predator (V583, GelE+",SprE,"+; VT01, GelE-SprE+; VT02, GelE+",SprE,"-; and VT03, GelE-SprE-) and prey (VT12, GelE-SprE- GFP+) were co-inoculated at a 20:1 ratio of prey: predator and grown overnight at 37degreesC prior to immunodetection of GFP. B. Effect of extracellular proteases on lysis of VT03 (GelE-SprE-). Differences in lysis rates of VT03 in the absence or presence of extracellular proteases (GelE and SprE) are exhibited as percent values of initial optical density at 600 nm. VT03 was incubated alone (*) or in the presence of 100 ng of GelE (*), SprE (^) or GelE and SprE (v;) together over a period of 12 hours at 37degreesC. Data are mean +/- SE of three independent trials with each performed in triplicate.
",Not_a_complex
19400795_40,s2,T2,T3,"Extracellular proteases regulate enterococcal fratricide. A. Detection of GFP immunoreactivity in stationary phase predator-prey co-culture supernatants. Predator (V583, GelE+",SprE,"+; VT01, ",GelE,"-SprE+; VT02, GelE+SprE-; and VT03, GelE-SprE-) and prey (VT12, GelE-SprE- GFP+) were co-inoculated at a 20:1 ratio of prey: predator and grown overnight at 37degreesC prior to immunodetection of GFP. B. Effect of extracellular proteases on lysis of VT03 (GelE-SprE-). Differences in lysis rates of VT03 in the absence or presence of extracellular proteases (GelE and SprE) are exhibited as percent values of initial optical density at 600 nm. VT03 was incubated alone (*) or in the presence of 100 ng of GelE (*), SprE (^) or GelE and SprE (v;) together over a period of 12 hours at 37degreesC. Data are mean +/- SE of three independent trials with each performed in triplicate.
",Not_a_complex
19400795_40,s2,T2,T4,"Extracellular proteases regulate enterococcal fratricide. A. Detection of GFP immunoreactivity in stationary phase predator-prey co-culture supernatants. Predator (V583, GelE+",SprE,"+; VT01, GelE-",SprE,"+; VT02, GelE+SprE-; and VT03, GelE-SprE-) and prey (VT12, GelE-SprE- GFP+) were co-inoculated at a 20:1 ratio of prey: predator and grown overnight at 37degreesC prior to immunodetection of GFP. B. Effect of extracellular proteases on lysis of VT03 (GelE-SprE-). Differences in lysis rates of VT03 in the absence or presence of extracellular proteases (GelE and SprE) are exhibited as percent values of initial optical density at 600 nm. VT03 was incubated alone (*) or in the presence of 100 ng of GelE (*), SprE (^) or GelE and SprE (v;) together over a period of 12 hours at 37degreesC. Data are mean +/- SE of three independent trials with each performed in triplicate.
",Not_a_complex
19400795_40,s2,T2,T5,"Extracellular proteases regulate enterococcal fratricide. A. Detection of GFP immunoreactivity in stationary phase predator-prey co-culture supernatants. Predator (V583, GelE+",SprE,"+; VT01, GelE-SprE+; VT02, ",GelE,"+SprE-; and VT03, GelE-SprE-) and prey (VT12, GelE-SprE- GFP+) were co-inoculated at a 20:1 ratio of prey: predator and grown overnight at 37degreesC prior to immunodetection of GFP. B. Effect of extracellular proteases on lysis of VT03 (GelE-SprE-). Differences in lysis rates of VT03 in the absence or presence of extracellular proteases (GelE and SprE) are exhibited as percent values of initial optical density at 600 nm. VT03 was incubated alone (*) or in the presence of 100 ng of GelE (*), SprE (^) or GelE and SprE (v;) together over a period of 12 hours at 37degreesC. Data are mean +/- SE of three independent trials with each performed in triplicate.
",Not_a_complex
19400795_40,s2,T2,T6,"Extracellular proteases regulate enterococcal fratricide. A. Detection of GFP immunoreactivity in stationary phase predator-prey co-culture supernatants. Predator (V583, GelE+",SprE,"+; VT01, GelE-SprE+; VT02, GelE+SprE-; and VT03, ",GelE,"-SprE-) and prey (VT12, GelE-SprE- GFP+) were co-inoculated at a 20:1 ratio of prey: predator and grown overnight at 37degreesC prior to immunodetection of GFP. B. Effect of extracellular proteases on lysis of VT03 (GelE-SprE-). Differences in lysis rates of VT03 in the absence or presence of extracellular proteases (GelE and SprE) are exhibited as percent values of initial optical density at 600 nm. VT03 was incubated alone (*) or in the presence of 100 ng of GelE (*), SprE (^) or GelE and SprE (v;) together over a period of 12 hours at 37degreesC. Data are mean +/- SE of three independent trials with each performed in triplicate.
",Not_a_complex
19400795_40,s2,T2,T7,"Extracellular proteases regulate enterococcal fratricide. A. Detection of GFP immunoreactivity in stationary phase predator-prey co-culture supernatants. Predator (V583, GelE+",SprE,"+; VT01, GelE-SprE+; VT02, GelE+SprE-; and VT03, GelE-SprE-) and prey (VT12, ",GelE,"-SprE- GFP+) were co-inoculated at a 20:1 ratio of prey: predator and grown overnight at 37degreesC prior to immunodetection of GFP. B. Effect of extracellular proteases on lysis of VT03 (GelE-SprE-). Differences in lysis rates of VT03 in the absence or presence of extracellular proteases (GelE and SprE) are exhibited as percent values of initial optical density at 600 nm. VT03 was incubated alone (*) or in the presence of 100 ng of GelE (*), SprE (^) or GelE and SprE (v;) together over a period of 12 hours at 37degreesC. Data are mean +/- SE of three independent trials with each performed in triplicate.
",Not_a_complex
19400795_40,s2,T3,T16,"Extracellular proteases regulate enterococcal fratricide. A. Detection of GFP immunoreactivity in stationary phase predator-prey co-culture supernatants. Predator (V583, GelE+SprE+; VT01, ",GelE,"-SprE+; VT02, GelE+SprE-; and VT03, GelE-",SprE,"-) and prey (VT12, GelE-SprE- GFP+) were co-inoculated at a 20:1 ratio of prey: predator and grown overnight at 37degreesC prior to immunodetection of GFP. B. Effect of extracellular proteases on lysis of VT03 (GelE-SprE-). Differences in lysis rates of VT03 in the absence or presence of extracellular proteases (GelE and SprE) are exhibited as percent values of initial optical density at 600 nm. VT03 was incubated alone (*) or in the presence of 100 ng of GelE (*), SprE (^) or GelE and SprE (v;) together over a period of 12 hours at 37degreesC. Data are mean +/- SE of three independent trials with each performed in triplicate.
",Not_a_complex
19400795_40,s2,T3,T17,"Extracellular proteases regulate enterococcal fratricide. A. Detection of GFP immunoreactivity in stationary phase predator-prey co-culture supernatants. Predator (V583, GelE+SprE+; VT01, ",GelE,"-SprE+; VT02, GelE+SprE-; and VT03, GelE-SprE-) and prey (VT12, GelE-",SprE,"- GFP+) were co-inoculated at a 20:1 ratio of prey: predator and grown overnight at 37degreesC prior to immunodetection of GFP. B. Effect of extracellular proteases on lysis of VT03 (GelE-SprE-). Differences in lysis rates of VT03 in the absence or presence of extracellular proteases (GelE and SprE) are exhibited as percent values of initial optical density at 600 nm. VT03 was incubated alone (*) or in the presence of 100 ng of GelE (*), SprE (^) or GelE and SprE (v;) together over a period of 12 hours at 37degreesC. Data are mean +/- SE of three independent trials with each performed in triplicate.
",Not_a_complex
19400795_40,s2,T3,T18,"Extracellular proteases regulate enterococcal fratricide. A. Detection of GFP immunoreactivity in stationary phase predator-prey co-culture supernatants. Predator (V583, GelE+SprE+; VT01, ",GelE,"-SprE+; VT02, GelE+",SprE,"-; and VT03, GelE-SprE-) and prey (VT12, GelE-SprE- GFP+) were co-inoculated at a 20:1 ratio of prey: predator and grown overnight at 37degreesC prior to immunodetection of GFP. B. Effect of extracellular proteases on lysis of VT03 (GelE-SprE-). Differences in lysis rates of VT03 in the absence or presence of extracellular proteases (GelE and SprE) are exhibited as percent values of initial optical density at 600 nm. VT03 was incubated alone (*) or in the presence of 100 ng of GelE (*), SprE (^) or GelE and SprE (v;) together over a period of 12 hours at 37degreesC. Data are mean +/- SE of three independent trials with each performed in triplicate.
",Not_a_complex
19400795_40,s2,T3,T4,"Extracellular proteases regulate enterococcal fratricide. A. Detection of GFP immunoreactivity in stationary phase predator-prey co-culture supernatants. Predator (V583, GelE+SprE+; VT01, ",GelE,-,SprE,"+; VT02, GelE+SprE-; and VT03, GelE-SprE-) and prey (VT12, GelE-SprE- GFP+) were co-inoculated at a 20:1 ratio of prey: predator and grown overnight at 37degreesC prior to immunodetection of GFP. B. Effect of extracellular proteases on lysis of VT03 (GelE-SprE-). Differences in lysis rates of VT03 in the absence or presence of extracellular proteases (GelE and SprE) are exhibited as percent values of initial optical density at 600 nm. VT03 was incubated alone (*) or in the presence of 100 ng of GelE (*), SprE (^) or GelE and SprE (v;) together over a period of 12 hours at 37degreesC. Data are mean +/- SE of three independent trials with each performed in triplicate.
",Not_a_complex
19400795_40,s2,T3,T5,"Extracellular proteases regulate enterococcal fratricide. A. Detection of GFP immunoreactivity in stationary phase predator-prey co-culture supernatants. Predator (V583, GelE+SprE+; VT01, ",GelE,"-SprE+; VT02, ",GelE,"+SprE-; and VT03, GelE-SprE-) and prey (VT12, GelE-SprE- GFP+) were co-inoculated at a 20:1 ratio of prey: predator and grown overnight at 37degreesC prior to immunodetection of GFP. B. Effect of extracellular proteases on lysis of VT03 (GelE-SprE-). Differences in lysis rates of VT03 in the absence or presence of extracellular proteases (GelE and SprE) are exhibited as percent values of initial optical density at 600 nm. VT03 was incubated alone (*) or in the presence of 100 ng of GelE (*), SprE (^) or GelE and SprE (v;) together over a period of 12 hours at 37degreesC. Data are mean +/- SE of three independent trials with each performed in triplicate.
",Not_a_complex
19400795_40,s2,T3,T6,"Extracellular proteases regulate enterococcal fratricide. A. Detection of GFP immunoreactivity in stationary phase predator-prey co-culture supernatants. Predator (V583, GelE+SprE+; VT01, ",GelE,"-SprE+; VT02, GelE+SprE-; and VT03, ",GelE,"-SprE-) and prey (VT12, GelE-SprE- GFP+) were co-inoculated at a 20:1 ratio of prey: predator and grown overnight at 37degreesC prior to immunodetection of GFP. B. Effect of extracellular proteases on lysis of VT03 (GelE-SprE-). Differences in lysis rates of VT03 in the absence or presence of extracellular proteases (GelE and SprE) are exhibited as percent values of initial optical density at 600 nm. VT03 was incubated alone (*) or in the presence of 100 ng of GelE (*), SprE (^) or GelE and SprE (v;) together over a period of 12 hours at 37degreesC. Data are mean +/- SE of three independent trials with each performed in triplicate.
",Not_a_complex
19400795_40,s2,T3,T7,"Extracellular proteases regulate enterococcal fratricide. A. Detection of GFP immunoreactivity in stationary phase predator-prey co-culture supernatants. Predator (V583, GelE+SprE+; VT01, ",GelE,"-SprE+; VT02, GelE+SprE-; and VT03, GelE-SprE-) and prey (VT12, ",GelE,"-SprE- GFP+) were co-inoculated at a 20:1 ratio of prey: predator and grown overnight at 37degreesC prior to immunodetection of GFP. B. Effect of extracellular proteases on lysis of VT03 (GelE-SprE-). Differences in lysis rates of VT03 in the absence or presence of extracellular proteases (GelE and SprE) are exhibited as percent values of initial optical density at 600 nm. VT03 was incubated alone (*) or in the presence of 100 ng of GelE (*), SprE (^) or GelE and SprE (v;) together over a period of 12 hours at 37degreesC. Data are mean +/- SE of three independent trials with each performed in triplicate.
",Not_a_complex
19400795_40,s2,T4,T16,"Extracellular proteases regulate enterococcal fratricide. A. Detection of GFP immunoreactivity in stationary phase predator-prey co-culture supernatants. Predator (V583, GelE+SprE+; VT01, GelE-",SprE,"+; VT02, GelE+SprE-; and VT03, GelE-",SprE,"-) and prey (VT12, GelE-SprE- GFP+) were co-inoculated at a 20:1 ratio of prey: predator and grown overnight at 37degreesC prior to immunodetection of GFP. B. Effect of extracellular proteases on lysis of VT03 (GelE-SprE-). Differences in lysis rates of VT03 in the absence or presence of extracellular proteases (GelE and SprE) are exhibited as percent values of initial optical density at 600 nm. VT03 was incubated alone (*) or in the presence of 100 ng of GelE (*), SprE (^) or GelE and SprE (v;) together over a period of 12 hours at 37degreesC. Data are mean +/- SE of three independent trials with each performed in triplicate.
",Not_a_complex
19400795_40,s2,T4,T17,"Extracellular proteases regulate enterococcal fratricide. A. Detection of GFP immunoreactivity in stationary phase predator-prey co-culture supernatants. Predator (V583, GelE+SprE+; VT01, GelE-",SprE,"+; VT02, GelE+SprE-; and VT03, GelE-SprE-) and prey (VT12, GelE-",SprE,"- GFP+) were co-inoculated at a 20:1 ratio of prey: predator and grown overnight at 37degreesC prior to immunodetection of GFP. B. Effect of extracellular proteases on lysis of VT03 (GelE-SprE-). Differences in lysis rates of VT03 in the absence or presence of extracellular proteases (GelE and SprE) are exhibited as percent values of initial optical density at 600 nm. VT03 was incubated alone (*) or in the presence of 100 ng of GelE (*), SprE (^) or GelE and SprE (v;) together over a period of 12 hours at 37degreesC. Data are mean +/- SE of three independent trials with each performed in triplicate.
",Not_a_complex
19400795_40,s2,T4,T18,"Extracellular proteases regulate enterococcal fratricide. A. Detection of GFP immunoreactivity in stationary phase predator-prey co-culture supernatants. Predator (V583, GelE+SprE+; VT01, GelE-",SprE,"+; VT02, GelE+",SprE,"-; and VT03, GelE-SprE-) and prey (VT12, GelE-SprE- GFP+) were co-inoculated at a 20:1 ratio of prey: predator and grown overnight at 37degreesC prior to immunodetection of GFP. B. Effect of extracellular proteases on lysis of VT03 (GelE-SprE-). Differences in lysis rates of VT03 in the absence or presence of extracellular proteases (GelE and SprE) are exhibited as percent values of initial optical density at 600 nm. VT03 was incubated alone (*) or in the presence of 100 ng of GelE (*), SprE (^) or GelE and SprE (v;) together over a period of 12 hours at 37degreesC. Data are mean +/- SE of three independent trials with each performed in triplicate.
",Not_a_complex
19400795_40,s2,T4,T5,"Extracellular proteases regulate enterococcal fratricide. A. Detection of GFP immunoreactivity in stationary phase predator-prey co-culture supernatants. Predator (V583, GelE+SprE+; VT01, GelE-",SprE,"+; VT02, ",GelE,"+SprE-; and VT03, GelE-SprE-) and prey (VT12, GelE-SprE- GFP+) were co-inoculated at a 20:1 ratio of prey: predator and grown overnight at 37degreesC prior to immunodetection of GFP. B. Effect of extracellular proteases on lysis of VT03 (GelE-SprE-). Differences in lysis rates of VT03 in the absence or presence of extracellular proteases (GelE and SprE) are exhibited as percent values of initial optical density at 600 nm. VT03 was incubated alone (*) or in the presence of 100 ng of GelE (*), SprE (^) or GelE and SprE (v;) together over a period of 12 hours at 37degreesC. Data are mean +/- SE of three independent trials with each performed in triplicate.
",Not_a_complex
19400795_40,s2,T4,T6,"Extracellular proteases regulate enterococcal fratricide. A. Detection of GFP immunoreactivity in stationary phase predator-prey co-culture supernatants. Predator (V583, GelE+SprE+; VT01, GelE-",SprE,"+; VT02, GelE+SprE-; and VT03, ",GelE,"-SprE-) and prey (VT12, GelE-SprE- GFP+) were co-inoculated at a 20:1 ratio of prey: predator and grown overnight at 37degreesC prior to immunodetection of GFP. B. Effect of extracellular proteases on lysis of VT03 (GelE-SprE-). Differences in lysis rates of VT03 in the absence or presence of extracellular proteases (GelE and SprE) are exhibited as percent values of initial optical density at 600 nm. VT03 was incubated alone (*) or in the presence of 100 ng of GelE (*), SprE (^) or GelE and SprE (v;) together over a period of 12 hours at 37degreesC. Data are mean +/- SE of three independent trials with each performed in triplicate.
",Not_a_complex
19400795_40,s2,T4,T7,"Extracellular proteases regulate enterococcal fratricide. A. Detection of GFP immunoreactivity in stationary phase predator-prey co-culture supernatants. Predator (V583, GelE+SprE+; VT01, GelE-",SprE,"+; VT02, GelE+SprE-; and VT03, GelE-SprE-) and prey (VT12, ",GelE,"-SprE- GFP+) were co-inoculated at a 20:1 ratio of prey: predator and grown overnight at 37degreesC prior to immunodetection of GFP. B. Effect of extracellular proteases on lysis of VT03 (GelE-SprE-). Differences in lysis rates of VT03 in the absence or presence of extracellular proteases (GelE and SprE) are exhibited as percent values of initial optical density at 600 nm. VT03 was incubated alone (*) or in the presence of 100 ng of GelE (*), SprE (^) or GelE and SprE (v;) together over a period of 12 hours at 37degreesC. Data are mean +/- SE of three independent trials with each performed in triplicate.
",Not_a_complex
19400795_40,s2,T5,T16,"Extracellular proteases regulate enterococcal fratricide. A. Detection of GFP immunoreactivity in stationary phase predator-prey co-culture supernatants. Predator (V583, GelE+SprE+; VT01, GelE-SprE+; VT02, ",GelE,"+SprE-; and VT03, GelE-",SprE,"-) and prey (VT12, GelE-SprE- GFP+) were co-inoculated at a 20:1 ratio of prey: predator and grown overnight at 37degreesC prior to immunodetection of GFP. B. Effect of extracellular proteases on lysis of VT03 (GelE-SprE-). Differences in lysis rates of VT03 in the absence or presence of extracellular proteases (GelE and SprE) are exhibited as percent values of initial optical density at 600 nm. VT03 was incubated alone (*) or in the presence of 100 ng of GelE (*), SprE (^) or GelE and SprE (v;) together over a period of 12 hours at 37degreesC. Data are mean +/- SE of three independent trials with each performed in triplicate.
